Year,Month,Day,Latitude,Longitude,Depth,Magnitude
2022,9,28,40.73573,42.8038,8.8,3.1
2022,9,28,40.7644,42.79082,7.0,3.2
2022,9,28,40.71768,42.77903,7.0,3.0
2022,9,28,40.73454,42.75712,7.0,4.0
2022,9,27,40.773,42.75502,10.04,3.7
2022,9,27,36.94453,27.84955,7.0,3.6
2022,9,27,40.71978,42.72936,7.0,3.4
2022,9,27,40.743,42.8,6.99,3.2
2022,9,27,40.71959,42.7649,7.0,4.3
2022,9,27,40.72367,42.77757,7.03,3.1
2022,9,27,36.91366,27.84925,7.19,3.4
2022,9,27,40.71767,42.73028,7.0,3.1
2022,9,27,40.71856,42.78947,7.56,3.1
2022,9,27,40.78075,42.8019,7.0,4.0
2022,9,27,40.75296,42.77794,7.0,3.7
2022,9,27,40.74457,42.79515,9.45,5.0
2022,9,26,38.30804,27.33162,10.08,3.0
2022,9,26,37.52855,26.814,7.0,3.4
2022,9,25,36.71769,33.57934,12.73,3.0
2022,9,24,37.22091,36.36473,7.08,3.2
2022,9,23,35.56645,27.32516,31.93,3.6
2022,9,23,39.20845,34.03999,7.02,3.6
2022,9,22,38.36582,39.09553,7.98,3.2
2022,9,20,37.98691,29.3022,11.54,3.4
2022,9,20,40.21036,33.99318,7.0,3.2
2022,9,20,40.85027,31.66562,9.95,3.3
2022,9,19,38.85955,43.97494,7.0,3.1
2022,9,18,35.00298,31.75647,8.05,3.5
2022,9,16,39.40413,40.64718,15.0,4.9
2022,9,16,36.14072,27.71205,29.6,3.0
2022,9,16,35.9714,33.35233,15.65,3.7
2022,9,16,38.0188,42.24594,7.0,3.1
2022,9,15,38.55189,39.50346,6.99,3.6
2022,9,14,37.82247,29.50091,12.4,3.6
2022,9,14,40.6275,34.85692,6.96,3.4
2022,9,14,37.96389,29.28882,7.32,3.1
2022,9,14,40.71471,27.32621,14.27,3.3
2022,9,13,37.65719,29.32542,7.44,3.0
2022,9,12,36.06416,34.0649,10.98,3.5
2022,9,12,36.10153,29.58929,39.31,3.3
2022,9,11,37.29514,43.88487,5.16,3.2
2022,9,11,38.71906,43.46119,6.94,3.0
2022,9,8,39.61564,38.161,11.86,3.0
2022,9,6,40.1377,25.02476,7.08,3.0
2022,9,5,37.07921,28.50084,7.0,3.6
2022,9,5,37.08435,28.50327,7.0,3.3
2022,9,5,35.7811,27.26841,12.17,3.1
2022,9,5,38.24233,44.12667,12.01,3.8
2022,9,4,37.08212,28.51508,6.99,3.9
2022,9,4,34.96415,26.65316,5.48,3.0
2022,9,4,40.73625,36.42896,6.97,3.6
2022,9,3,37.95719,27.15063,7.0,3.7
2022,9,3,34.99022,26.4491,6.76,5.3
2022,9,2,38.21127,38.6903,8.26,3.1
2022,9,1,37.573,26.77581,7.05,3.4
2022,8,31,37.5405,26.84191,6.7,4.5
2022,8,31,37.57365,26.7505,6.77,3.0
2022,8,31,37.55847,26.80017,10.79,3.6
2022,8,31,37.5849,26.80214,7.03,5.1
2022,8,31,37.58873,26.83595,7.03,4.7
2022,8,30,35.2268,31.48655,6.38,3.0
2022,8,27,35.55538,30.39745,10.06,3.2
2022,8,25,38.92094,27.60284,5.85,3.0
2022,8,24,37.37091,38.63659,6.97,3.6
2022,8,24,35.75291,29.71214,25.19,4.4
2022,8,24,35.48614,26.36862,7.09,3.7
2022,8,24,37.95818,27.151,7.0,3.3
2022,8,23,37.96581,27.1621,6.98,3.0
2022,8,23,39.34975,42.10027,27.3,3.3
2022,8,23,39.36699,42.12187,7.01,3.5
2022,8,21,37.953,27.15592,10.29,3.0
2022,8,20,38.42539,39.24422,7.0,3.3
2022,8,19,37.97975,27.16431,7.47,3.0
2022,8,19,38.4002,42.8615,17.84,3.0
2022,8,18,37.95386,27.1688,7.0,3.0
2022,8,17,37.08594,28.51231,7.0,3.0
2022,8,17,39.53999,41.19578,7.02,3.7
2022,8,17,38.44178,42.8289,6.91,3.5
2022,8,17,37.03575,28.1033,6.99,3.2
2022,8,17,38.84697,40.11622,12.02,4.0
2022,8,16,37.47562,36.95035,7.66,3.8
2022,8,14,37.95489,27.17707,6.98,3.1
2022,8,14,37.96279,27.16326,7.0,3.3
2022,8,14,37.95434,27.16861,7.0,3.1
2022,8,14,39.4496,37.34537,8.84,3.3
2022,8,14,39.4106,25.08708,7.03,3.3
2022,8,14,37.96008,27.14421,6.98,3.3
2022,8,14,36.37777,27.58125,73.57,3.4
2022,8,14,37.95869,27.1651,7.0,5.0
2022,8,14,37.9464,27.164,7.02,3.8
2022,8,13,37.45239,36.97403,7.01,4.2
2022,8,12,37.6773,27.02819,8.37,3.0
2022,8,12,39.54354,27.98503,13.79,3.2
2022,8,12,40.6666,34.84485,5.42,4.2
2022,8,12,36.48944,27.17372,12.76,3.5
2022,8,11,40.2733,41.58372,7.0,3.0
2022,8,11,40.54318,29.31011,7.04,3.5
2022,8,11,37.97367,27.16501,6.96,3.9
2022,8,11,39.78374,41.85374,10.15,3.1
2022,8,10,39.34187,25.48932,7.04,3.4
2022,8,8,38.25042,38.8298,5.2,3.3
2022,8,8,38.37453,40.16291,6.86,3.7
2022,8,7,36.09819,29.62156,31.89,4.1
2022,8,6,38.78744,30.5006,11.94,3.0
2022,8,5,35.14738,26.58875,7.0,3.8
2022,8,5,39.0742,25.95289,5.88,3.1
2022,8,4,38.84623,25.8923,5.08,3.1
2022,8,3,39.10085,40.35774,6.61,3.7
2022,8,3,36.06514,30.97923,70.96,4.2
2022,8,2,37.03911,36.14693,6.98,3.1
2022,8,2,39.53617,41.17761,6.99,4.3
2022,8,2,37.47,36.9666,7.12,3.6
2022,8,1,38.95218,27.88034,7.0,3.1
2022,8,1,38.87347,43.52609,18.35,3.7
2022,8,1,37.45905,36.95796,4.07,3.2
2022,8,1,37.45627,36.9495,4.06,3.6
2022,7,30,37.46857,36.95949,7.31,3.6
2022,7,30,39.65306,42.37105,7.05,3.6
2022,7,30,39.70152,27.5806,12.83,3.1
2022,7,29,35.48316,27.40798,50.06,3.6
2022,7,28,40.35666,27.22998,7.0,3.3
2022,7,27,37.46033,36.95648,3.64,3.8
2022,7,26,37.45796,36.93121,7.0,4.4
2022,7,25,39.43359,26.34705,6.98,3.0
2022,7,22,36.67525,36.59265,5.54,3.6
2022,7,22,40.07061,27.69162,7.02,3.3
2022,7,22,38.47134,39.27455,11.23,3.0
2022,7,22,36.68427,36.58287,7.94,3.5
2022,7,21,40.15337,27.40228,12.32,4.6
2022,7,20,40.8255,31.33039,17.44,4.2
2022,7,19,40.07211,27.6813,8.92,3.0
2022,7,19,38.41038,39.21672,6.23,3.8
2022,7,19,38.87819,38.2253,7.0,3.6
2022,7,19,37.15743,39.14832,12.67,3.2
2022,7,19,37.40522,37.19849,7.56,3.2
2022,7,18,39.00424,43.68262,8.55,3.0
2022,7,17,39.28008,27.67769,12.83,3.6
2022,7,17,39.27407,27.66631,12.09,3.8
2022,7,17,39.26375,27.66935,9.95,4.3
2022,7,16,36.49889,31.04955,8.77,3.6
2022,7,16,38.88468,43.50622,7.01,3.0
2022,7,15,37.40554,37.20374,7.73,3.8
2022,7,14,35.5341,29.98372,20.95,3.3
2022,7,13,37.3866,37.19637,7.56,3.5
2022,7,13,37.39611,37.22165,5.79,3.3
2022,7,13,36.92988,27.69521,6.68,3.1
2022,7,12,35.38787,30.45971,12.63,3.2
2022,7,12,35.5551,27.01499,11.78,3.6
2022,7,11,37.32276,36.84633,6.13,3.0
2022,7,10,38.87879,43.585,8.2,4.1
2022,7,8,38.7922,43.59097,16.26,3.0
2022,7,8,36.94235,27.65001,6.96,3.4
2022,7,7,38.79352,43.59758,10.5,3.3
2022,7,6,35.9582,31.60127,44.06,3.0
2022,7,4,36.04347,26.62995,46.34,3.5
2022,7,4,37.17614,39.11451,8.12,3.0
2022,7,3,40.25306,36.32616,10.32,3.3
2022,7,3,36.11922,31.1183,29.46,3.0
2022,7,2,36.278,27.09929,4.2,3.1
2022,6,29,39.0471,37.77277,15.05,4.5
2022,6,29,39.06869,37.78498,14.25,3.0
2022,6,27,34.87458,26.80613,8.17,3.0
2022,6,26,39.34922,35.60543,12.09,3.0
2022,6,23,38.53103,39.50911,7.0,3.3
2022,6,21,38.80403,43.50037,7.2,3.0
2022,6,21,38.84567,43.57069,21.53,3.5
2022,6,21,39.0208,43.64598,10.47,4.0
2022,6,20,39.03229,43.68101,12.51,3.9
2022,6,20,37.78612,26.88655,6.95,3.0
2022,6,20,35.35158,27.16573,50.24,4.7
2022,6,19,38.848,43.5064,8.5,3.2
2022,6,19,38.89117,43.58297,9.8,3.2
2022,6,18,36.75092,28.29039,7.0,3.9
2022,6,18,39.31592,42.00829,22.27,3.0
2022,6,17,38.83589,43.47361,7.09,3.7
2022,6,17,36.91201,27.63929,14.24,3.1
2022,6,16,38.99772,30.16905,11.22,3.1
2022,6,16,38.84347,43.51462,7.0,3.4
2022,6,16,36.90812,27.66175,7.05,3.0
2022,6,16,37.87236,26.78075,7.01,3.4
2022,6,15,39.81558,27.92135,10.22,3.2
2022,6,14,38.8645,43.59175,10.41,3.2
2022,6,14,36.72571,28.0665,7.0,3.1
2022,6,14,36.73227,28.0563,7.0,3.2
2022,6,14,36.73603,28.06304,7.0,3.1
2022,6,14,38.87185,43.52943,7.02,3.3
2022,6,13,38.87493,43.56801,6.71,3.2
2022,6,13,38.80363,43.42075,6.98,3.5
2022,6,12,38.85133,43.56949,18.36,3.5
2022,6,12,38.88643,43.58145,18.68,3.1
2022,6,12,38.85704,43.54466,7.0,3.0
2022,6,12,38.84609,43.54343,7.0,3.1
2022,6,12,38.83991,43.5295,18.62,5.0
2022,6,12,40.9196,42.87003,8.03,3.1
2022,6,12,38.83854,43.60442,18.18,3.4
2022,6,11,38.26736,38.70391,10.69,3.3
2022,6,11,38.84244,43.50913,16.64,3.1
2022,6,11,34.6005,26.8273,6.99,3.0
2022,6,11,38.9761,30.19989,11.67,3.1
2022,6,11,36.03284,31.38007,14.2,4.1
2022,6,11,38.84636,43.5645,17.44,3.4
2022,6,10,36.10458,31.445,19.0,3.4
2022,6,10,38.89372,43.61538,23.64,3.1
2022,6,10,38.86171,43.51656,16.45,3.8
2022,6,10,38.81725,43.51525,6.95,4.4
2022,6,9,38.99629,27.84808,6.68,3.6
2022,6,9,38.6477,39.8365,19.03,3.0
2022,6,9,38.58681,39.59909,7.0,3.5
2022,6,8,39.4889,25.76121,14.87,3.1
2022,6,7,39.79879,27.93104,13.91,3.1
2022,6,7,38.79887,43.4876,4.68,4.2
2022,6,7,40.25104,36.3303,10.29,3.9
2022,6,4,39.80358,27.91595,13.73,3.3
2022,6,4,39.80267,27.93985,10.68,3.0
2022,6,4,39.81043,27.9047,14.01,4.7
2022,6,4,39.80744,27.92216,10.98,4.1
2022,6,3,35.99601,27.43231,12.64,4.4
2022,6,3,40.25989,41.03236,17.52,3.2
2022,5,31,36.44634,27.13005,7.0,3.2
2022,5,31,38.82683,27.56413,6.99,3.4
2022,5,31,38.98533,29.67389,10.02,4.2
2022,5,31,36.39791,27.04839,6.01,3.0
2022,5,30,37.44721,35.8928,26.24,3.6
2022,5,30,37.19755,36.0046,6.84,3.3
2022,5,30,38.96953,27.8406,11.78,3.2
2022,5,28,34.61685,26.75636,8.29,3.5
2022,5,28,37.86417,26.935,6.94,3.3
2022,5,27,39.39324,40.59333,4.35,4.0
2022,5,27,38.97075,25.98599,22.09,3.5
2022,5,26,36.12874,31.65338,42.95,3.0
2022,5,24,39.15443,25.78436,7.06,3.2
2022,5,24,38.64701,43.11519,7.0,3.3
2022,5,24,36.7938,27.95227,55.72,3.4
2022,5,21,36.26969,28.19602,41.33,3.3
2022,5,21,37.82805,26.45546,5.6,3.2
2022,5,21,37.79206,41.33735,11.25,3.2
2022,5,20,39.12806,44.05722,7.0,3.9
2022,5,20,39.06594,39.26474,6.99,3.5
2022,5,19,38.08548,42.71393,6.95,3.8
2022,5,18,36.47089,26.74027,44.18,3.6
2022,5,17,35.87334,27.19067,18.64,3.2
2022,5,16,35.19213,27.00976,18.68,3.9
2022,5,16,36.46366,28.49028,46.59,3.7
2022,5,15,38.26601,38.77919,7.19,3.1
2022,5,15,37.0562,34.49354,7.08,3.5
2022,5,14,37.04529,28.12769,6.99,3.2
2022,5,14,38.19233,26.23711,10.62,4.4
2022,5,13,38.11148,38.4996,4.95,4.0
2022,5,12,38.12322,25.89644,17.57,3.3
2022,5,8,35.95776,29.38247,30.86,3.7
2022,5,5,35.62111,31.39,55.61,3.5
2022,5,2,39.96805,33.96137,8.14,3.5
2022,4,30,39.98784,41.8238,9.67,3.0
2022,4,30,40.8613,31.66533,8.53,3.1
2022,4,30,40.79251,27.71509,7.01,3.4
2022,4,30,38.51809,44.19607,4.34,3.1
2022,4,29,35.668,31.18299,26.53,3.1
2022,4,29,37.03942,28.22154,5.1,3.8
2022,4,29,36.95731,30.9844,78.46,3.2
2022,4,27,38.93423,27.28365,7.0,3.0
2022,4,25,35.23722,26.65131,13.4,3.6
2022,4,25,40.47372,33.00746,6.98,3.7
2022,4,24,40.85761,31.68302,8.55,3.0
2022,4,24,35.10341,26.92619,16.26,4.4
2022,4,22,37.38995,35.03039,6.97,3.1
2022,4,22,35.98531,27.65175,7.0,3.4
2022,4,22,39.55864,26.43232,7.03,3.3
2022,4,20,38.13147,38.5862,7.01,3.5
2022,4,19,37.3604,35.00417,7.02,3.2
2022,4,17,36.94259,27.63512,7.49,3.0
2022,4,17,41.05114,39.05682,10.98,3.2
2022,4,17,39.31446,25.53569,26.01,3.1
2022,4,15,35.84721,31.28129,50.28,3.0
2022,4,15,38.15446,38.62647,8.36,3.1
2022,4,14,37.85502,26.86382,5.17,3.3
2022,4,14,35.34305,30.0344,11.18,4.1
2022,4,14,38.26184,38.83384,5.32,3.1
2022,4,12,39.06105,35.46958,6.99,3.9
2022,4,11,35.93519,26.65821,51.52,3.6
2022,4,11,42.08853,31.07001,37.72,4.4
2022,4,11,34.07261,31.55363,6.54,3.1
2022,4,11,40.26403,36.32979,7.05,3.5
2022,4,10,38.1791,38.69014,8.03,3.8
2022,4,10,38.70786,43.24824,19.51,3.8
2022,4,10,38.14806,38.60558,7.0,3.8
2022,4,9,38.14993,38.60961,6.55,3.1
2022,4,9,38.15383,38.60844,4.81,3.0
2022,4,9,38.15221,38.6473,5.57,3.3
2022,4,9,38.16624,38.6426,8.28,4.1
2022,4,9,38.15542,38.64534,4.9,3.7
2022,4,9,38.15775,38.65446,10.11,3.0
2022,4,9,38.1492,38.64016,6.72,5.2
2022,4,8,38.01648,38.15591,7.0,3.1
2022,4,8,38.53822,44.28821,9.46,3.7
2022,4,8,37.08729,36.06795,7.0,3.8
2022,4,8,34.8449,26.53753,35.1,3.5
2022,4,7,40.05282,28.62981,10.62,3.0
2022,4,7,40.04827,28.64165,12.32,3.0
2022,4,6,39.3467,39.22374,6.97,3.3
2022,4,6,39.33228,39.20889,6.94,3.1
2022,4,5,34.88832,26.70456,8.53,3.9
2022,4,5,40.57457,27.77385,7.71,3.1
2022,4,5,37.81822,26.82103,6.94,3.5
2022,4,4,36.35824,28.69201,13.74,3.1
2022,4,2,37.10875,37.56712,7.33,3.0
2022,4,1,36.11122,31.20805,23.3,3.0
2022,4,1,37.36953,34.9926,6.99,3.9
2022,3,30,37.06234,28.37702,7.26,3.1
2022,3,28,40.0615,28.61831,5.89,3.1
2022,3,28,39.10655,42.12929,20.07,3.3
2022,3,28,36.01581,31.18103,40.55,3.0
2022,3,27,37.05736,28.36478,7.0,3.5
2022,3,27,38.39544,39.14241,7.0,3.5
2022,3,27,38.00713,37.59607,7.0,3.3
2022,3,25,36.51286,31.13904,43.01,3.2
2022,3,24,39.51152,39.58321,6.99,3.0
2022,3,24,39.84216,39.01966,6.93,3.4
2022,3,23,37.97873,28.41695,7.0,3.9
2022,3,22,34.9831,27.23866,18.58,4.1
2022,3,22,40.06204,28.62061,7.0,4.3
2022,3,22,40.06214,28.62834,6.99,3.8
2022,3,20,37.93178,26.68977,7.06,3.4
2022,3,18,37.30268,30.72205,119.9,3.7
2022,3,17,36.34358,31.97867,27.37,3.4
2022,3,16,38.17626,26.71352,7.74,3.0
2022,3,15,37.87668,26.9408,7.0,3.0
2022,3,14,38.07012,38.38458,7.06,4.3
2022,3,14,36.93515,27.65239,10.79,3.9
2022,3,13,37.00622,28.4155,6.94,3.7
2022,3,13,38.9525,26.6825,6.13,3.7
2022,3,13,36.06162,30.8581,34.34,3.1
2022,3,13,33.89927,27.81505,51.2,3.0
2022,3,12,39.63761,41.07633,5.44,3.9
2022,3,11,40.0935,40.56204,7.02,3.1
2022,3,11,35.83966,30.94765,30.74,3.7
2022,3,11,36.26827,36.11637,18.42,3.0
2022,3,11,36.3282,36.23238,12.32,3.0
2022,3,10,37.77099,36.03101,6.82,3.0
2022,3,10,36.84518,28.99421,5.62,3.2
2022,3,10,34.87911,26.76063,14.7,3.2
2022,3,9,36.88062,27.96492,7.74,3.3
2022,3,8,35.68789,31.281,19.98,3.0
2022,3,8,37.89528,27.11477,6.97,3.0
2022,3,7,38.56563,40.85299,7.0,3.1
2022,3,7,38.56273,40.82851,12.31,3.4
2022,3,4,38.1199,38.55632,6.98,3.1
2022,3,4,38.97764,27.84676,7.0,3.0
2022,3,3,37.00299,28.37094,7.75,3.0
2022,3,2,38.97935,35.80711,17.75,3.0
2022,3,2,35.52791,27.41929,6.76,3.2
2022,3,2,39.65379,28.5356,6.97,3.2
2022,3,1,39.60253,35.39069,11.01,3.2
2022,3,1,39.08495,27.83192,13.59,3.1
2022,2,28,38.79231,36.49718,17.83,3.6
2022,2,28,39.56986,41.13642,15.63,3.4
2022,2,28,37.8866,26.93941,7.66,3.5
2022,2,28,39.34152,25.49982,22.17,3.6
2022,2,28,35.8763,26.17805,7.34,4.1
2022,2,27,35.68625,26.39749,24.75,4.2
2022,2,27,39.57962,41.1634,6.55,3.2
2022,2,26,34.6615,26.75292,5.54,4.0
2022,2,25,36.81175,28.17259,53.94,3.5
2022,2,25,37.05156,28.54941,10.44,3.1
2022,2,25,37.04846,28.55548,6.94,3.6
2022,2,24,37.0722,28.36908,7.0,3.8
2022,2,24,41.12426,34.43562,11.42,3.5
2022,2,24,41.15635,34.48721,11.11,3.9
2022,2,23,38.60127,31.15799,7.02,3.1
2022,2,23,38.98042,30.18886,15.09,3.2
2022,2,23,38.98529,29.86343,10.76,3.2
2022,2,22,37.84479,41.9686,20.14,3.1
2022,2,22,41.14115,34.42974,11.5,3.3
2022,2,22,37.88961,26.87821,9.03,3.2
2022,2,22,41.16097,34.44217,12.07,3.5
2022,2,20,40.71516,27.39859,10.42,4.1
2022,2,20,36.28177,27.47395,29.26,4.0
2022,2,20,38.42602,39.1906,7.43,3.1
2022,2,19,34.96431,26.86771,6.18,3.2
2022,2,19,38.38653,40.72865,20.24,3.6
2022,2,17,36.81466,31.82941,18.57,3.4
2022,2,16,38.15947,26.58033,15.43,3.3
2022,2,16,37.8396,27.21103,4.96,3.4
2022,2,15,37.63299,26.02679,7.43,3.1
2022,2,14,37.22029,36.02101,6.6,3.1
2022,2,13,36.41718,28.97785,6.67,3.0
2022,2,13,38.87862,43.52612,7.04,3.2
2022,2,12,34.8026,26.82715,8.4,3.4
2022,2,12,36.95163,27.65929,11.76,3.7
2022,2,11,36.94152,27.64879,11.91,4.1
2022,2,11,39.24978,26.68978,10.15,3.2
2022,2,8,36.96914,36.09025,7.03,3.0
2022,2,8,37.08566,28.95721,6.95,3.2
2022,2,8,38.34346,26.67036,13.97,3.6
2022,2,8,40.56877,33.04213,10.45,3.6
2022,2,6,39.85568,40.0578,6.98,3.0
2022,2,6,38.4281,25.93064,10.16,3.1
2022,2,6,40.42234,28.98479,7.04,3.9
2022,2,5,40.54222,35.72381,7.41,3.0
2022,2,5,36.79493,31.08375,84.5,3.2
2022,2,5,38.45742,39.29556,7.0,3.1
2022,2,1,38.88042,43.54042,13.31,3.5
2022,2,1,38.9091,43.48314,12.87,3.9
2022,1,31,37.08756,28.96305,9.2,3.2
2022,1,31,38.2493,38.6711,7.0,3.3
2022,1,31,37.866,32.10698,6.99,4.2
2022,1,31,40.013,38.86507,7.6,3.0
2022,1,31,39.1291,40.06244,6.99,3.5
2022,1,31,36.6006,30.14626,64.69,3.4
2022,1,31,38.2656,38.77913,7.01,3.0
2022,1,31,39.13187,40.06229,10.28,4.7
2022,1,30,38.96025,26.6726,7.01,3.7
2022,1,30,38.7261,28.92429,7.22,3.0
2022,1,29,36.77183,27.37328,7.44,3.1
2022,1,29,36.232,30.7401,5.56,3.5
2022,1,28,35.88657,27.05369,8.81,3.0
2022,1,27,37.65307,37.25389,9.21,3.2
2022,1,27,37.7796,30.8462,6.98,3.2
2022,1,27,39.23021,29.13564,7.9,3.5
2022,1,26,38.90346,43.50909,9.08,3.7
2022,1,25,37.72251,26.10449,5.92,3.4
2022,1,24,38.4411,39.23217,7.0,3.1
2022,1,23,34.84765,26.62399,102.8,4.3
2022,1,23,39.04438,35.88367,14.52,3.3
2022,1,22,39.55309,28.79781,7.41,4.7
2022,1,22,40.2706,29.65985,7.74,3.7
2022,1,22,40.23735,37.81511,7.07,3.2
2022,1,21,38.46906,39.19005,7.16,3.6
2022,1,20,39.02576,35.8438,7.24,3.1
2022,1,19,37.19247,36.05904,6.6,3.8
2022,1,19,37.19756,36.04189,7.04,3.0
2022,1,19,40.43534,29.15869,7.05,3.3
2022,1,18,39.03943,35.85015,14.6,3.0
2022,1,18,37.69025,29.32751,16.63,3.8
2022,1,18,39.02297,26.5287,13.98,3.2
2022,1,18,39.03118,35.89662,20.44,4.9
2022,1,18,35.24646,27.10863,10.96,3.1
2022,1,17,40.646,27.38877,7.55,3.2
2022,1,17,36.33918,28.8228,7.14,4.3
2022,1,16,38.4693,39.20147,8.01,3.3
2022,1,15,39.3787,26.20588,13.13,3.0
2022,1,15,39.08305,43.09901,6.89,3.1
2022,1,15,39.09034,43.09632,7.0,3.0
2022,1,14,37.6661,26.00962,14.72,3.2
2022,1,14,37.70699,26.04961,11.74,3.8
2022,1,14,38.84979,43.53985,12.96,3.0
2022,1,13,39.11672,29.05374,11.28,3.2
2022,1,13,38.6429,43.146,6.98,3.4
2022,1,13,37.72231,26.11127,7.3,4.3
2022,1,12,38.70293,39.92564,16.22,4.0
2022,1,9,37.86563,29.29356,6.97,3.7
2022,1,9,37.85927,32.07763,7.0,3.3
2022,1,6,38.95015,41.9975,24.44,3.7
2022,1,6,39.00482,26.52728,10.64,3.1
2022,1,6,38.97405,42.00376,5.99,3.1
2022,1,5,36.19929,31.34559,39.52,5.3
2022,1,5,38.92955,41.96249,7.01,3.2
2022,1,4,39.38918,26.24288,9.86,3.0
2022,1,2,40.17142,25.18773,4.93,3.0
2021,12,30,39.294,28.2525,11.48,3.5
2021,12,30,34.879,26.749,33.0,3.2
2021,12,29,39.1193,25.816,6.26,3.4
2021,12,29,39.011,26.513,6.99,3.2
2021,12,29,40.3746,27.6075,7.0,3.0
2021,12,29,37.8226,26.9681,6.97,3.0
2021,12,28,36.1705,27.8011,51.09,3.2
2021,12,28,35.199,26.934,4.8,3.7
2021,12,27,34.8345,26.5591,5.33,3.2
2021,12,27,39.5125,41.1906,6.97,3.7
2021,12,27,39.5101,41.194,7.0,3.0
2021,12,27,35.164,26.928,35.0,3.0
2021,12,27,40.0143,41.0293,9.99,3.2
2021,12,27,35.041,26.994,37.2,4.0
2021,12,27,35.003,27.096,34.4,4.1
2021,12,27,35.134,27.164,33.9,4.1
2021,12,26,34.85,26.991,35.5,3.1
2021,12,26,35.052,26.705,34.9,3.0
2021,12,26,35.054,26.831,29.3,3.2
2021,12,26,35.154,26.935,36.2,5.5
2021,12,26,34.871,26.759,36.0,4.9
2021,12,25,36.2551,26.8656,43.55,3.8
2021,12,24,38.7528,43.5065,7.03,3.9
2021,12,24,38.7486,43.478,6.95,3.8
2021,12,22,39.8328,29.139,7.0,3.2
2021,12,21,40.604,35.3436,6.99,3.3
2021,12,20,40.4613,34.2216,6.99,3.6
2021,12,20,40.4868,34.2503,7.08,3.5
2021,12,19,34.8586,26.805,5.96,3.5
2021,12,18,36.211,28.9028,17.46,3.0
2021,12,18,38.645,26.6378,7.0,3.1
2021,12,18,37.9083,27.145,7.0,3.3
2021,12,18,36.5166,27.2356,7.04,3.2
2021,12,18,39.01,27.8968,7.01,3.1
2021,12,18,38.9966,27.8981,10.42,3.4
2021,12,18,36.1448,27.6761,26.92,3.9
2021,12,18,37.0518,28.375,4.52,3.0
2021,12,17,40.4748,34.2145,7.06,4.1
2021,12,16,39.341,40.75,11.48,3.1
2021,12,16,38.9288,26.1035,25.13,3.4
2021,12,15,38.9781,42.0243,7.01,3.4
2021,12,14,38.6151,39.6931,7.13,3.0
2021,12,14,35.6286,28.2758,7.23,3.0
2021,12,13,38.5748,39.641,6.98,3.6
2021,12,13,38.5843,39.6148,7.0,3.3
2021,12,13,38.9046,43.5446,13.71,3.0
2021,12,13,37.4518,35.8895,18.62,3.3
2021,12,11,35.1,26.776,15.0,3.0
2021,12,11,37.689,26.0948,6.94,3.2
2021,12,10,35.086,28.3483,21.91,3.1
2021,12,9,36.4715,28.7568,7.1,3.6
2021,12,9,38.7866,38.123,19.9,3.0
2021,12,7,38.1156,27.4255,5.66,3.2
2021,12,7,37.8016,27.1135,7.0,3.7
2021,12,6,38.8925,43.515,11.35,3.3
2021,12,6,38.9065,43.4855,7.62,4.9
2021,12,5,39.9296,39.1293,7.0,3.2
2021,12,5,39.9226,39.1365,6.85,3.5
2021,12,5,38.6943,43.4946,23.02,3.5
2021,12,4,37.931,28.701,10.35,3.0
2021,12,4,38.4961,26.037,10.43,3.8
2021,12,3,37.8565,32.1141,9.21,3.2
2021,12,3,38.7113,43.4733,20.37,3.0
2021,12,2,37.668,26.0095,6.86,3.9
2021,12,2,38.8928,43.5591,12.37,3.2
2021,12,2,38.8963,43.6491,8.86,3.6
2021,12,1,37.684,26.0878,7.01,3.3
2021,11,30,37.8913,27.0885,6.91,3.2
2021,11,30,37.6873,25.9581,7.02,4.2
2021,11,30,37.6896,26.0118,6.97,3.2
2021,11,30,36.2061,27.767,6.23,3.3
2021,11,30,37.7336,26.112,7.16,4.3
2021,11,30,37.71167,26.12278,7.0,5.1
2021,11,30,37.4243,35.8953,7.04,3.0
2021,11,29,38.1656,38.6808,7.85,3.5
2021,11,29,35.1213,27.3521,7.3,3.0
2021,11,29,37.4415,35.9316,34.2,3.1
2021,11,28,38.574,43.1626,16.7,3.6
2021,11,27,38.5828,43.1515,15.75,3.7
2021,11,27,38.9881,43.6225,9.13,3.9
2021,11,23,35.2121,26.8643,13.3,3.2
2021,11,23,39.5313,40.9461,7.0,3.4
2021,11,22,39.8161,41.8485,6.9,4.7
2021,11,21,36.2558,31.3445,37.58,4.0
2021,11,21,40.4881,35.4148,6.9,3.2
2021,11,21,37.372,35.0255,6.98,3.2
2021,11,20,38.8606,43.4883,15.69,3.2
2021,11,20,40.0955,43.2906,6.91,3.5
2021,11,20,40.6263,36.7245,10.88,3.3
2021,11,20,40.6186,36.7448,9.93,3.5
2021,11,20,40.624,36.7538,12.37,4.0
2021,11,19,39.8208,41.868,5.18,5.1
2021,11,17,40.7946,31.0401,11.21,3.9
2021,11,17,40.7981,31.035,7.11,4.3
2021,11,17,40.844,31.0316,18.29,5.0
2021,11,16,36.9341,27.678,7.0,3.4
2021,11,15,39.925,40.7706,21.08,3.5
2021,11,14,36.0476,27.6116,21.17,3.1
2021,11,12,38.2458,38.7913,6.93,4.7
2021,11,11,37.3771,35.0366,7.03,3.8
2021,11,10,39.7811,26.102,11.05,3.1
2021,11,9,37.3508,35.027,23.44,3.1
2021,11,9,37.3551,35.0466,25.46,3.3
2021,11,9,37.8853,32.1045,11.26,3.9
